2019-10-15 16:22:59.750 [main] INFO  c.q.inkman_computer.InkManComputerApplicationTests - Starting InkManComputerApplicationTests on DESKTOP-JMR9UNQ with PID 16116 (started by Admin in D:\工作站\SpringBoot\ink-man_computer)
2019-10-15 16:30:04.230 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-10-15 16:30:04.243 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 13 ms
2019-10-15 16:34:20.245 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Starting InkManComputerApplication on DESKTOP-JMR9UNQ with PID 12728 (started by Admin in D:\工作站\SpringBoot\ink-man_computer)
2019-10-15 16:34:20.252 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - No active profile set, falling back to default profiles: default
2019-10-15 16:34:20.420 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-10-15 16:34:20.421 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-10-15 16:34:22.023 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-10-15 16:34:22.039 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-10-15 16:34:22.051 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-10-15 16:34:22.051 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.26]
2019-10-15 16:34:22.206 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-10-15 16:34:22.207 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1786 ms
2019-10-15 16:34:22.845 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-10-15 16:34:23.168 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-10-15 16:34:23.201 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-10-15 16:34:23.233 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2019-10-15 16:34:23.236 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Started InkManComputerApplication in 4.228 seconds (JVM running for 6.005)
2019-10-15 16:34:34.309 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-10-15 16:34:34.310 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-10-15 16:34:34.317 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2019-10-15 16:41:21.080 [http-nio-8080-exec-7] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1570618578,1570688351,1571055374] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2019-10-15 20:14:27.439 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Starting InkManComputerApplication on DESKTOP-JMR9UNQ with PID 10592 (started by Admin in D:\工作站\SpringBoot\ink-man_computer)
2019-10-15 20:14:27.443 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - No active profile set, falling back to default profiles: default
2019-10-15 20:14:27.587 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-10-15 20:14:27.588 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-10-15 20:14:29.639 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-10-15 20:14:29.658 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-10-15 20:14:29.670 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-10-15 20:14:29.671 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.26]
2019-10-15 20:14:29.890 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-10-15 20:14:29.890 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2302 ms
2019-10-15 20:14:30.783 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-10-15 20:14:31.174 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-10-15 20:14:31.210 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-10-15 20:14:31.234 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-8080"]
2019-10-15 20:14:31.234 [restartedMain] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2019-10-15 20:14:31.243 [restartedMain] INFO  org.apache.catalina.util.LifecycleBase - The stop() method was called on component [StandardServer[-1]] after stop() had already been called. The second call will be ignored.
2019-10-15 20:14:31.243 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
2019-10-15 20:14:31.244 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Destroying ProtocolHandler ["http-nio-8080"]
2019-10-15 20:14:31.249 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2019-10-15 20:14:31.264 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-10-15 20:14:48.862 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Starting InkManComputerApplication on DESKTOP-JMR9UNQ with PID 2632 (started by Admin in D:\工作站\SpringBoot\ink-man_computer)
2019-10-15 20:14:48.867 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - No active profile set, falling back to default profiles: default
2019-10-15 20:14:48.947 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-10-15 20:14:48.948 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-10-15 20:14:50.263 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-10-15 20:14:50.277 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-10-15 20:14:50.286 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-10-15 20:14:50.286 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.26]
2019-10-15 20:14:50.441 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-10-15 20:14:50.441 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1493 ms
2019-10-15 20:14:51.024 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-10-15 20:14:51.270 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-10-15 20:14:51.296 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-10-15 20:14:51.315 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-8080"]
2019-10-15 20:14:51.316 [restartedMain] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2019-10-15 20:14:51.325 [restartedMain] INFO  org.apache.catalina.util.LifecycleBase - The stop() method was called on component [StandardServer[-1]] after stop() had already been called. The second call will be ignored.
2019-10-15 20:14:51.327 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
2019-10-15 20:14:51.327 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Destroying ProtocolHandler ["http-nio-8080"]
2019-10-15 20:14:51.331 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2019-10-15 20:14:51.346 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-10-15 20:15:46.133 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Starting InkManComputerApplication on DESKTOP-JMR9UNQ with PID 11444 (started by Admin in D:\工作站\SpringBoot\ink-man_computer)
2019-10-15 20:15:46.139 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - No active profile set, falling back to default profiles: default
2019-10-15 20:15:46.224 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-10-15 20:15:46.225 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-10-15 20:15:47.594 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-10-15 20:15:47.608 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-10-15 20:15:47.616 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-10-15 20:15:47.616 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.26]
2019-10-15 20:15:47.769 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-10-15 20:15:47.770 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1545 ms
2019-10-15 20:15:48.386 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-10-15 20:15:48.633 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-10-15 20:15:48.660 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-10-15 20:15:48.688 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2019-10-15 20:15:48.692 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Started InkManComputerApplication in 3.512 seconds (JVM running for 5.111)
2019-10-15 20:15:48.784 [http-nio-8080-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1570618578,1570688351,1571055374] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2019-10-15 20:15:48.793 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-10-15 20:15:48.793 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-10-15 20:15:48.801 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 8 ms
2019-10-15 20:27:42.709 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Starting InkManComputerApplication on DESKTOP-JMR9UNQ with PID 10956 (started by Admin in D:\工作站\SpringBoot\ink-man_computer)
2019-10-15 20:27:42.713 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - No active profile set, falling back to default profiles: default
2019-10-15 20:27:42.862 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-10-15 20:27:42.863 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-10-15 20:27:44.253 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-10-15 20:27:44.267 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-10-15 20:27:44.275 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-10-15 20:27:44.275 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.26]
2019-10-15 20:27:44.424 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-10-15 20:27:44.424 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1560 ms
2019-10-15 20:27:45.072 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-10-15 20:27:45.334 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-10-15 20:27:45.375 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-10-15 20:27:45.398 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2019-10-15 20:27:45.401 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Started InkManComputerApplication in 3.593 seconds (JVM running for 5.458)
2019-10-15 20:27:54.093 [http-nio-8080-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1570618578,1570688351,1571055374] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2019-10-15 20:27:54.107 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-10-15 20:27:54.107 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-10-15 20:27:54.121 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 14 ms
2019-10-15 20:32:36.672 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Starting InkManComputerApplication on DESKTOP-JMR9UNQ with PID 12120 (started by Admin in D:\工作站\SpringBoot\ink-man_computer)
2019-10-15 20:32:36.678 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - No active profile set, falling back to default profiles: default
2019-10-15 20:32:36.764 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-10-15 20:32:36.765 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-10-15 20:32:38.167 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-10-15 20:32:38.182 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-10-15 20:32:38.193 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-10-15 20:32:38.193 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.26]
2019-10-15 20:32:38.361 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-10-15 20:32:38.362 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1597 ms
2019-10-15 20:32:39.257 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-10-15 20:32:39.593 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-10-15 20:32:39.629 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-10-15 20:32:39.659 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2019-10-15 20:32:39.663 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Started InkManComputerApplication in 3.963 seconds (JVM running for 5.937)
2019-10-15 20:33:17.902 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Starting InkManComputerApplication on DESKTOP-JMR9UNQ with PID 8120 (started by Admin in D:\工作站\SpringBoot\ink-man_computer)
2019-10-15 20:33:17.906 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - No active profile set, falling back to default profiles: default
2019-10-15 20:33:17.984 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-10-15 20:33:17.984 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-10-15 20:33:19.310 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-10-15 20:33:19.323 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-10-15 20:33:19.331 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-10-15 20:33:19.332 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.26]
2019-10-15 20:33:19.510 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-10-15 20:33:19.510 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1525 ms
2019-10-15 20:33:20.149 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-10-15 20:33:20.402 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-10-15 20:33:20.428 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-10-15 20:33:20.450 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2019-10-15 20:33:20.454 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Started InkManComputerApplication in 3.526 seconds (JVM running for 5.281)
2019-10-15 20:33:33.811 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-10-15 20:33:33.812 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-10-15 20:33:33.819 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2019-10-15 20:33:42.359 [http-nio-8080-exec-2] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1570618578,1570688351,1571055374] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2019-10-15 20:35:49.312 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Starting InkManComputerApplication on DESKTOP-JMR9UNQ with PID 1528 (started by Admin in D:\工作站\SpringBoot\ink-man_computer)
2019-10-15 20:35:49.316 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - No active profile set, falling back to default profiles: default
2019-10-15 20:35:49.391 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-10-15 20:35:49.392 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-10-15 20:35:50.772 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-10-15 20:35:50.794 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-10-15 20:35:50.810 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-10-15 20:35:50.811 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.26]
2019-10-15 20:35:51.011 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-10-15 20:35:51.011 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1619 ms
2019-10-15 20:35:51.759 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-10-15 20:35:52.065 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-10-15 20:35:52.091 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-10-15 20:35:52.119 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2019-10-15 20:35:52.123 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Started InkManComputerApplication in 3.762 seconds (JVM running for 5.6)
2019-10-15 20:36:03.105 [http-nio-8080-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1570618578,1570688351,1571055374] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2019-10-15 20:36:03.123 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-10-15 20:36:03.123 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-10-15 20:36:03.129 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 6 ms
2019-10-15 20:37:16.978 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Starting InkManComputerApplication on DESKTOP-JMR9UNQ with PID 11516 (started by Admin in D:\工作站\SpringBoot\ink-man_computer)
2019-10-15 20:37:16.986 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - No active profile set, falling back to default profiles: default
2019-10-15 20:37:17.102 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-10-15 20:37:17.102 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-10-15 20:37:18.681 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-10-15 20:37:18.695 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-10-15 20:37:18.703 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-10-15 20:37:18.703 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.26]
2019-10-15 20:37:18.854 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-10-15 20:37:18.854 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1751 ms
2019-10-15 20:37:19.473 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-10-15 20:37:19.724 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-10-15 20:37:19.753 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-10-15 20:37:19.779 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2019-10-15 20:37:19.783 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Started InkManComputerApplication in 3.804 seconds (JVM running for 5.559)
2019-10-15 20:37:24.014 [http-nio-8080-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1570618578,1570688351,1571055374] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2019-10-15 20:37:24.021 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-10-15 20:37:24.022 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-10-15 20:37:24.031 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 9 ms
2019-10-15 20:45:49.307 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - Starting InkManComputerApplication on DESKTOP-JMR9UNQ with PID 9040 (started by Admin in D:\工作站\SpringBoot\ink-man_computer)
2019-10-15 20:45:49.311 [restartedMain] INFO  com.qfmy.inkman_computer.InkManComputerApplication - No active profile set, falling back to default profiles: default
2019-10-15 20:45:49.423 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-10-15 20:45:49.425 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-10-15 20:45:50.861 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
